Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3112,Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,$0.5,$0.1,$0.0,$0.1,$0.7
3113,MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,$0.6,$0.0,$0.0,$0.1,$0.7
3114,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,$0.4,$0.2,$0.0,$0.1,$0.7
3115,Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,$0.5,$0.2,$0.0,$0.0,$0.7
3116,Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,$0.3,$0.0,$0.3,$0.0,$0.7
3117,Centipede,PS,1998,Shooter,Atari,$0.4,$0.3,$0.0,$0.0,$0.7
3118,Drakengard,PS2,2003,Role-Playing,Square Enix,$0.2,$0.2,$0.3,$0.1,$0.7
3119,SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,$0.0,$0.5,$0.0,$0.2,$0.7
3120,Kung-Fu Master,2600,1987,Action,Activision,$0.6,$0.0,$0.0,$0.0,$0.7
3121,Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,$0.3,$0.3,$0.0,$0.1,$0.7
3122,Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,$0.5,$0.0,$0.0,$0.1,$0.7
3123,SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.6,$0.7
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,$0.4,$0.2,$0.0,$0.0,$0.7
3125,MX vs. ATV Untamed,PSP,2007,Racing,THQ,$0.4,$0.2,$0.0,$0.1,$0.7
3126,Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,$0.5,$0.1,$0.0,$0.1,$0.7
3127,Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,$0.2,$0.2,$0.2,$0.1,$0.7
3128,Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,$0.2,$0.1,$0.2,$0.1,$0.7
3129,Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,$0.0,$0.0,$0.7,$0.0,$0.7
3130,Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,$0.3,$0.2,$0.1,$0.1,$0.7
3131,The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,$0.4,$0.2,$0.0,$0.1,$0.7
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,$0.0,$0.0,$0.7,$0.0,$0.7
3133,Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,$0.2,$0.0,$0.4,$0.0,$0.7
3134,Crysis 3,PC,2013,Shooter,Electronic Arts,$0.2,$0.4,$0.0,$0.1,$0.6
3135,Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,$0.6,$0.0,$0.0,$0.1,$0.6
3136,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,$0.1,$0.1,$0.0,$0.4,$0.6
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,$0.5,$0.2,$0.0,$0.0,$0.6
3138,Diablo III,XOne,2014,Role-Playing,Activision,$0.4,$0.2,$0.0,$0.1,$0.6
3139,Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,$0.3,$0.3,$0.0,$0.1,$0.6
3140,Crash of the Titans,PSP,2007,Action,Vivendi Games,$0.3,$0.3,$0.0,$0.2,$0.6
3141,Aliens: Colonial Marines,PS3,2013,Shooter,Sega,$0.2,$0.3,$0.0,$0.1,$0.6
3142,Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,$0.3,$0.3,$0.0,$0.1,$0.6
3143,Test Drive Unlimited 2,PS3,N/A,Racing,Atari,$0.2,$0.4,$0.0,$0.1,$0.6
3144,Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,$0.5,$0.2,$0.0,$0.0,$0.6
3145,Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,$0.5,$0.1,$0.0,$0.1,$0.6
3146,GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,$0.5,$0.0,$0.0,$0.1,$0.6
3147,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,$0.5,$0.0,$0.0,$0.1,$0.6
3148,Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,$0.3,$0.2,$0.1,$0.1,$0.6
3149,XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,$0.4,$0.2,$0.0,$0.1,$0.6
3150,Rayman 3D,3DS,2011,Platform,Ubisoft,$0.2,$0.4,$0.0,$0.1,$0.6
3151,LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,$0.3,$0.3,$0.0,$0.1,$0.6
3152,James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3153,X2: Wolverine's Revenge,PS2,2003,Platform,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3154,Stuntman: Ignition,X360,2007,Racing,THQ,$0.3,$0.3,$0.0,$0.1,$0.6
3155,NBA Live 06,XB,2005,Sports,Electronic Arts,$0.6,$0.0,$0.0,$0.0,$0.6
3156,Dragon Age II,PC,2011,Action,Electronic Arts,$0.2,$0.3,$0.0,$0.1,$0.6
3157,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,$0.6,$0.0,$0.0,$0.1,$0.6
3158,Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,$0.5,$0.2,$0.0,$0.0,$0.6
3159,Castlevania,N64,1999,Platform,Konami Digital Entertainment,$0.4,$0.1,$0.0,$0.1,$0.6
3160,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,$0.4,$0.2,$0.0,$0.0,$0.6
3161,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,$0.5,$0.2,$0.0,$0.0,$0.6
3162,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,$0.4,$0.2,$0.0,$0.1,$0.6
3163,TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,$0.3,$0.3,$0.0,$0.0,$0.6
3164,Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,$0.2,$0.1,$0.3,$0.0,$0.6
3165,NieR,PS3,2010,Role-Playing,Square Enix,$0.2,$0.2,$0.2,$0.1,$0.6
3166,The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,$0.4,$0.2,$0.0,$0.1,$0.6
3167,Sega Rally Revo,PS3,2007,Racing,Sega,$0.1,$0.4,$0.0,$0.1,$0.6
3168,SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,$0.5,$0.2,$0.0,$0.0,$0.6
3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,$0.3,$0.2,$0.1,$0.1,$0.6
3170,Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,$0.5,$0.2,$0.0,$0.0,$0.6
3171,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,$0.2,$0.1,$0.3,$0.1,$0.6
3172,Wolfenstein,PS3,2009,Shooter,Activision,$0.3,$0.3,$0.0,$0.1,$0.6
3173,Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,$0.3,$0.2,$0.0,$0.1,$0.6
3174,LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,$0.2,$0.3,$0.0,$0.1,$0.6
3175,Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,$0.1,$0.4,$0.0,$0.1,$0.6
3176,Cruis'n World,N64,1998,Racing,Nintendo,$0.6,$0.0,$0.0,$0.0,$0.6
3177,Madden NFL 2001,N64,2000,Sports,Electronic Arts,$0.6,$0.0,$0.0,$0.0,$0.6
3178,NBA Live 08,PS3,2007,Sports,Electronic Arts,$0.6,$0.0,$0.0,$0.1,$0.6
3179,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,$0.5,$0.1,$0.0,$0.1,$0.6
3180,Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,$0.2,$0.3,$0.1,$0.1,$0.6
3181,Okami,Wii,2008,Action,Capcom,$0.5,$0.1,$0.0,$0.1,$0.6
3182,Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3183,Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,$0.2,$0.3,$0.0,$0.1,$0.6
3184,Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,$0.6,$0.0,$0.0,$0.0,$0.6
3185,Red Steel 2,Wii,2010,Shooter,Ubisoft,$0.4,$0.2,$0.0,$0.1,$0.6
3186,X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,$0.5,$0.0,$0.0,$0.1,$0.6
3187,Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3188,SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,$0.1,$0.1,$0.0,$0.4,$0.6
3189,Just Dance 2015,X360,2014,Misc,Ubisoft,$0.4,$0.2,$0.0,$0.1,$0.6
3190,F1 2013,PS3,2013,Racing,Codemasters,$0.0,$0.5,$0.0,$0.2,$0.6
3191,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,$0.2,$0.3,$0.0,$0.1,$0.6
3192,Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,$0.4,$0.2,$0.0,$0.0,$0.6
3193,Sim Theme Park,PS,1999,Strategy,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3194,FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,$0.2,$0.4,$0.0,$0.0,$0.6
3195,Ghostbusters: The Video Game,X360,2009,Action,Atari,$0.4,$0.1,$0.0,$0.1,$0.6
3196,Monster Hunter 2,PS2,N/A,Role-Playing,Capcom,$0.0,$0.0,$0.6,$0.0,$0.6
3197,NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,$0.5,$0.0,$0.0,$0.1,$0.6
3198,Tony Hawk's Project 8,PS3,2006,Sports,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3199,Dogz,GBA,2004,Simulation,Ubisoft,$0.5,$0.2,$0.0,$0.0,$0.6
3200,Disney Universe,PS3,2011,Action,Disney Interactive Studios,$0.3,$0.2,$0.0,$0.1,$0.6
3201,Guitar Hero: Metallica,PS3,2009,Misc,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3202,Iron Man,PSP,2008,Action,Sega,$0.5,$0.1,$0.0,$0.1,$0.6
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,$0.0,$0.0,$0.6,$0.0,$0.6
3204,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,$0.2,$0.4,$0.0,$0.1,$0.6
3205,A Bug's Life,N64,1998,Platform,Activision,$0.5,$0.1,$0.0,$0.0,$0.6
3206,Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,$0.3,$0.1,$0.3,$0.0,$0.6
3207,DJ Hero 2,Wii,2010,Misc,Activision,$0.5,$0.1,$0.0,$0.0,$0.6
3208,Angry Birds Trilogy,3DS,2012,Action,Activision,$0.4,$0.2,$0.0,$0.1,$0.6
3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,$0.4,$0.2,$0.0,$0.1,$0.6
3210,Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,$0.6,$0.0,$0.0,$0.1,$0.6
3211,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,$0.0,$0.0,$0.6,$0.0,$0.6
3212,Just Dance 3,PS3,2011,Misc,Ubisoft,$0.3,$0.2,$0.0,$0.1,$0.6
3213,Call of Duty: Black Ops,DS,2010,Shooter,Activision,$0.5,$0.1,$0.0,$0.0,$0.6
3214,God of War III,PS4,2015,Action,Sony Computer Entertainment,$0.2,$0.3,$0.0,$0.1,$0.6
3215,Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,$0.1,$0.1,$0.4,$0.0,$0.6
3216,Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,$0.4,$0.1,$0.0,$0.1,$0.6
3217,X-Man,2600,1982,Action,Universal Gamex,$0.6,$0.0,$0.0,$0.0,$0.6
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3219,Advance Wars: Days of Ruin,DS,N/A,Strategy,Nintendo,$0.4,$0.1,$0.0,$0.1,$0.6
3220,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3221,The Crew,XOne,2014,Racing,Ubisoft,$0.2,$0.3,$0.0,$0.1,$0.6
3222,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,$0.3,$0.3,$0.0,$0.1,$0.6
3223,Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,$0.0,$0.0,$0.6,$0.0,$0.6
3224,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,$0.2,$0.4,$0.0,$0.1,$0.6
3225,Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,$0.2,$0.2,$0.2,$0.1,$0.6
3226,FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,$0.3,$0.2,$0.0,$0.1,$0.6
3227,Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,$0.2,$0.1,$0.3,$0.0,$0.6
3228,Final Fantasy VII International,PS,1997,Role-Playing,Square,$0.0,$0.0,$0.6,$0.0,$0.6
3229,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,$0.4,$0.2,$0.0,$0.1,$0.6
3230,Okami,PS2,2006,Action,Capcom,$0.1,$0.0,$0.2,$0.3,$0.6
3231,NHL 2001,PS,2000,Sports,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3232,World of Zoo,Wii,2009,Simulation,THQ,$0.4,$0.2,$0.0,$0.1,$0.6
3233,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,$0.4,$0.2,$0.0,$0.1,$0.6
3234,Wet,PS3,2009,Shooter,Bethesda Softworks,$0.2,$0.3,$0.0,$0.1,$0.6
3235,MySims Racing,DS,2009,Racing,Electronic Arts,$0.3,$0.3,$0.0,$0.1,$0.6
3236,Buzz Lightyear of Star Command,PS,2000,Platform,Activision,$0.4,$0.2,$0.0,$0.0,$0.6
3237,Namco Museum,GC,2002,Misc,Namco Bandai Games,$0.5,$0.1,$0.0,$0.0,$0.6
3238,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,$0.3,$0.0,$0.3,$0.0,$0.6
3239,Virtua Cop,SAT,1995,Shooter,Sega,$0.0,$0.0,$0.6,$0.0,$0.6
3240,Metal Gear Solid 2: Substance,XB,N/A,Action,Konami Digital Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3241,Tony Hawk's American Wasteland,XB,2005,Sports,Activision,$0.4,$0.2,$0.0,$0.0,$0.6
3242,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3243,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,$0.3,$0.3,$0.0,$0.1,$0.6
3244,Vanquish,PS3,2010,Shooter,Sega,$0.2,$0.2,$0.1,$0.1,$0.6
3245,Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,$0.2,$0.1,$0.3,$0.0,$0.6
3246,NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3247,Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,$0.2,$0.2,$0.1,$0.1,$0.6
3248,Madden NFL 07,GC,2006,Sports,Electronic Arts,$0.5,$0.1,$0.0,$0.0,$0.6
3249,Far Cry 4,PC,2014,Shooter,Ubisoft,$0.2,$0.4,$0.0,$0.1,$0.6
3250,Battlezone,2600,1982,Shooter,Atari,$0.6,$0.0,$0.0,$0.0,$0.6
3251,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,$0.5,$0.1,$0.0,$0.0,$0.6
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,$0.3,$0.3,$0.0,$0.1,$0.6
3253,Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,$0.1,$0.2,$0.2,$0.1,$0.6
3254,Evolve,XOne,2015,Shooter,Take-Two Interactive,$0.4,$0.2,$0.0,$0.1,$0.6
3255,Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,$0.3,$0.2,$0.0,$0.1,$0.6
3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,$0.3,$0.2,$0.1,$0.1,$0.6
3257,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,$0.0,$0.0,$0.6,$0.0,$0.6
3258,Bolt,DS,2008,Adventure,Disney Interactive Studios,$0.4,$0.2,$0.0,$0.1,$0.6
3259,Viewtiful Joe,GC,2003,Action,Capcom,$0.4,$0.1,$0.1,$0.0,$0.6
3260,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3261,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3262,FIFA Soccer,PSV,2012,Sports,Electronic Arts,$0.2,$0.3,$0.0,$0.1,$0.6
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,$0.3,$0.2,$0.0,$0.0,$0.6
3264,Wipeout: The Game,DS,2010,Misc,Activision,$0.6,$0.0,$0.0,$0.0,$0.6
3265,Strike Force Bowling,PS2,2004,Sports,Play It,$0.3,$0.2,$0.0,$0.1,$0.6
3266,SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,$0.6,$0.0,$0.0,$0.0,$0.6
3267,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,$0.1,$0.1,$0.3,$0.1,$0.6
3268,Halloween,2600,1982,Action,Wizard Video Games,$0.6,$0.0,$0.0,$0.0,$0.6
3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,$0.3,$0.2,$0.1,$0.1,$0.6
3270,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,$0.3,$0.2,$0.0,$0.1,$0.6
3271,Bass Landing,PS,1999,Sports,ASCII Entertainment,$0.2,$0.1,$0.2,$0.0,$0.6
3272,XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,$0.3,$0.2,$0.0,$0.1,$0.6
3273,Mario's Picross,GB,1995,Puzzle,Nintendo,$0.0,$0.0,$0.6,$0.0,$0.6
3274,Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,$0.5,$0.1,$0.0,$0.0,$0.6
3275,Rocksmith 2014,PS4,2014,Misc,Ubisoft,$0.3,$0.2,$0.0,$0.1,$0.6
3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,$0.0,$0.0,$0.6,$0.0,$0.6
3277,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,$0.0,$0.0,$0.6,$0.0,$0.6
3278,Wall-E,X360,2008,Platform,THQ,$0.3,$0.3,$0.0,$0.1,$0.6
3279,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,$0.6,$0.0,$0.0,$0.0,$0.6
3280,Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,$0.0,$0.0,$0.6,$0.0,$0.6
3281,Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,$0.0,$0.0,$0.6,$0.0,$0.6
3282,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,$0.6,$0.0,$0.0,$0.0,$0.6
3283,Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,$0.0,$0.0,$0.6,$0.0,$0.6
3284,Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,$0.0,$0.6,$0.0,$0.0,$0.6
3285,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,$0.3,$0.1,$0.1,$0.0,$0.6
3286,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,$0.6,$0.0,$0.0,$0.1,$0.6
3287,SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.6,$0.6
3288,NHL 16,PS4,2015,Sports,Electronic Arts,$0.4,$0.2,$0.0,$0.1,$0.6
3289,Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,$0.2,$0.3,$0.0,$0.1,$0.6
3290,NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,$0.5,$0.1,$0.0,$0.0,$0.6
3291,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,$0.0,$0.0,$0.6,$0.0,$0.6
3292,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,$0.1,$0.1,$0.3,$0.1,$0.6
3293,Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,$0.4,$0.2,$0.0,$0.1,$0.6
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,$0.4,$0.2,$0.0,$0.0,$0.6
3295,Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,$0.3,$0.2,$0.0,$0.1,$0.6
3296,Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,$0.4,$0.2,$0.0,$0.0,$0.6
3297,New Carnival Games,Wii,2010,Misc,Take-Two Interactive,$0.4,$0.2,$0.0,$0.1,$0.6
3298,Tony Hawk: RIDE,X360,2009,Sports,Activision,$0.5,$0.1,$0.0,$0.1,$0.6
3299,Just Dance 2014,WiiU,2013,Misc,Ubisoft,$0.3,$0.2,$0.0,$0.1,$0.6
3300,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,$0.5,$0.1,$0.0,$0.0,$0.6
3301,Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3302,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,$0.3,$0.2,$0.0,$0.1,$0.6
3303,Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,$0.6,$0.0,$0.0,$0.0,$0.6
3304,Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,$0.0,$0.0,$0.6,$0.0,$0.6
3305,pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,$0.1,$0.4,$0.0,$0.1,$0.6
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,$0.2,$0.2,$0.1,$0.1,$0.6
3307,Small Soldiers,PS,1998,Platform,Electronic Arts,$0.3,$0.2,$0.0,$0.0,$0.6
3308,Yakuza: Dead Souls,PS3,2011,Shooter,Sega,$0.1,$0.1,$0.4,$0.0,$0.6
3309,Littlest Pet Shop: Garden,DS,2008,Simulation,Electronic Arts,$0.3,$0.2,$0.0,$0.1,$0.6
3310,Half-Life 2,XB,2005,Shooter,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3311,Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,$0.3,$0.2,$0.0,$0.0,$0.6
3312,Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,$0.5,$0.1,$0.0,$0.0,$0.6
3313,Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,$0.2,$0.3,$0.0,$0.2,$0.6
3314,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,$0.6,$0.0,$0.0,$0.1,$0.6
3315,SimCity DS,DS,2007,Simulation,Electronic Arts,$0.3,$0.0,$0.2,$0.0,$0.6
3316,Major League Baseball 2K9,X360,2009,Sports,Spike,$0.6,$0.0,$0.0,$0.1,$0.6
3317,Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,$0.6,$0.0,$0.0,$0.1,$0.6
3318,Split/Second,X360,2010,Racing,Disney Interactive Studios,$0.3,$0.2,$0.0,$0.1,$0.6
3319,Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,$0.3,$0.1,$0.2,$0.0,$0.6
3320,Madden NFL 2003,GBA,2002,Sports,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3321,Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,$0.3,$0.2,$0.0,$0.0,$0.6
3322,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3323,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,$0.4,$0.2,$0.0,$0.0,$0.6
3324,Madden NFL 2002,GC,2001,Sports,Electronic Arts,$0.5,$0.1,$0.0,$0.0,$0.6
3325,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,$0.3,$0.2,$0.0,$0.1,$0.6
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,$0.4,$0.2,$0.0,$0.1,$0.6
3327,Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,$0.4,$0.2,$0.0,$0.0,$0.6
3328,Madden NFL 2000,N64,1999,Sports,Electronic Arts,$0.6,$0.0,$0.0,$0.0,$0.6
3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,$0.5,$0.1,$0.0,$0.1,$0.6
3330,Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,$0.4,$0.2,$0.0,$0.0,$0.6
3331,Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,$0.3,$0.2,$0.0,$0.1,$0.6
3332,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,$0.5,$0.0,$0.0,$0.1,$0.6
3333,Fighters Uncaged,X360,2010,Fighting,Ubisoft,$0.3,$0.2,$0.0,$0.1,$0.6
3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,$0.3,$0.2,$0.0,$0.1,$0.6
3335,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,$0.1,$0.1,$0.3,$0.0,$0.6
3336,Tony Hawk's Underground,GBA,2003,Sports,Activision,$0.4,$0.2,$0.0,$0.0,$0.6
3337,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,$0.2,$0.1,$0.3,$0.1,$0.6
3338,Monster Trucks,GBA,2004,Racing,Majesco Entertainment,$0.4,$0.2,$0.0,$0.0,$0.6
3339,Shadow The Hedgehog,PS2,2005,Platform,Sega,$0.5,$0.0,$0.0,$0.1,$0.6
3340,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,$0.4,$0.1,$0.1,$0.0,$0.6
3341,Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,$0.3,$0.2,$0.0,$0.1,$0.6
3342,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,$0.4,$0.2,$0.0,$0.0,$0.6
3343,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,$0.0,$0.0,$0.6,$0.0,$0.6
3344,The Golden Compass,DS,2007,Action,Sega,$0.3,$0.3,$0.0,$0.1,$0.6
